Country or territory of asylum or residence,Country or territory of origin,Year,Refugees,Refugees assisted by UNHCR,Total refugees and people in refugee-like situations,Total refugees and people in refugee-like situations assisted by UNHCR
Nigeria,Afghanistan,2016,5,5,5,5
Nigeria,Benin,2016,1,1,1,1
Nigeria,Cameroon,2016,29,29,29,29
Nigeria,Central African Rep.,2016,166,166,166,166
Nigeria,Chad,2016,77,77,77,77
Nigeria,Congo,2016,4,4,4,4
Nigeria,Côte d'Ivoire,2016,118,118,118,118
Nigeria,Dem. Rep. of the Congo,2016,571,571,571,571
Nigeria,Equatorial Guinea,2016,2,2,2,2
Nigeria,Eritrea,2016,22,22,22,22
Nigeria,Ethiopia,2016,7,7,7,7
Nigeria,Ghana,2016,3,3,3,3
Nigeria,Guinea,2016,17,17,17,17
Nigeria,Guinea-Bissau,2016,5,5,5,5
Nigeria,Iraq,2016,1,1,1,1
Nigeria,Kyrgyzstan,2016,2,2,2,2
Nigeria,Lebanon,2016,1,1,1,1
Nigeria,Liberia,2016,9,9,9,9
Nigeria,Libya,2016,2,2,2,2
Nigeria,Mali,2016,137,137,137,137
Nigeria,Rwanda,2016,1,1,1,1
Nigeria,Sierra Leone,2016,21,21,21,21
Nigeria,Somalia,2016,1,1,1,1
Nigeria,Sri Lanka,2016,2,2,2,2
Nigeria,State of Palestine,2016,8,8,8,8
Nigeria,Sudan,2016,47,47,47,47
Nigeria,Syrian Arab Rep.,2016,88,88,88,88
Nigeria,Togo,2016,20,20,20,20
Norway,Afghanistan,2016,6568,,6568,
Norway,Albania,2016,17,,17,
Norway,Algeria,2016,21,,21,
Norway,Angola,2016,48,,48,
Norway,Armenia,2016,10,,10,
Norway,Azerbaijan,2016,52,,52,
Norway,Bangladesh,2016,10,,10,
Norway,Belarus,2016,22,,22,
Norway,Benin,2016,1,,1,
Norway,Bhutan,2016,3,,3,
Norway,Bosnia and Herzegovina,2016,17,,17,
Norway,Bulgaria,2016,13,,13,
Norway,Burkina Faso,2016,4,,4,
Norway,Burundi,2016,98,,98,
Norway,Cambodia,2016,1,,1,
Norway,Cameroon,2016,27,,27,
Norway,Central African Rep.,2016,7,,7,
Norway,Chad,2016,4,,4,
Norway,China,2016,652,,652,
Norway,Colombia,2016,15,,15,
Norway,Congo,2016,8,,8,
Norway,Côte d'Ivoire,2016,27,,27,
Norway,Croatia,2016,2,,2,
Norway,Cuba,2016,7,,7,
Norway,Dem. People's Rep. of Korea,2016,12,,12,
Norway,Dem. Rep. of the Congo,2016,241,,241,
Norway,Djibouti,2016,2,,2,
Norway,Egypt,2016,56,,56,
Norway,El Salvador,2016,1,,1,
Norway,Equatorial Guinea,2016,1,,1,
Norway,Eritrea,2016,15062,,15062,
Norway,Ethiopia,2016,2267,,2267,
Norway,Gambia,2016,15,,15,
Norway,Georgia,2016,9,,9,
Norway,Ghana,2016,5,,5,
Norway,Guatemala,2016,7,,7,
Norway,Guinea,2016,60,,60,
Norway,Guinea-Bissau,2016,3,,3,
Norway,Haiti,2016,1,,1,
Norway,Honduras,2016,4,,4,
Norway,India,2016,9,,9,
Norway,Indonesia,2016,1,,1,
Norway,Iraq,2016,2855,,2855,
Norway,Islamic Rep. of Iran,2016,1983,,1983,
Norway,Israel,2016,14,,14,
Norway,Jordan,2016,11,,11,
Norway,Kazakhstan,2016,21,,21,
Norway,Kenya,2016,15,,15,
Norway,Kuwait,2016,8,,8,
Norway,Kyrgyzstan,2016,25,,25,
Norway,Lebanon,2016,40,,40,
Norway,Liberia,2016,18,,18,
Norway,Libya,2016,48,,48,
Norway,Malaysia,2016,2,,2,
Norway,Mali,2016,8,,8,
Norway,Mauritania,2016,2,,2,
Norway,Mongolia,2016,4,,4,
Norway,Montenegro,2016,4,,4,
Norway,Morocco,2016,30,,30,
Norway,Mozambique,2016,1,,1,
Norway,Myanmar,2016,149,,149,
Norway,Nepal,2016,11,,11,
Norway,Netherlands,2016,1,,1,
Norway,Nigeria,2016,183,,183,
Norway,Pakistan,2016,114,,114,
Norway,Philippines,2016,8,,8,
Norway,Rep. of Korea,2016,2,,2,
Norway,Rep. of Moldova,2016,4,,4,
Norway,Romania,2016,7,,7,
Norway,Russian Federation,2016,1578,,1578,
Norway,Rwanda,2016,70,,70,
Norway,Saudi Arabia,2016,1,,1,
Norway,Senegal,2016,2,,2,
Norway,Serbia,2016,422,,422,
Norway,Sierra Leone,2016,15,,15,
Norway,Singapore,2016,1,,1,
Norway,Somalia,2016,8379,,8379,
Norway,South Sudan,2016,4,,4,
Norway,Sri Lanka,2016,277,,277,
Norway,Stateless,2016,3476,,3476,
Norway,Sudan,2016,1965,,1965,
Norway,Syrian Arab Rep.,2016,11537,,11537,
Norway,Tajikistan,2016,16,,16,
Norway,Thailand,2016,2,,2,
Norway,Togo,2016,8,,8,
Norway,Tunisia,2016,3,,3,
Norway,Turkey,2016,104,,104,
Norway,Turkmenistan,2016,7,,7,
Norway,Uganda,2016,120,,120,
Norway,Ukraine,2016,9,,9,
Norway,United Arab Emirates,2016,1,,1,
Norway,United Rep. of Tanzania,2016,3,,3,
Norway,United States,2016,3,,3,
Norway,Uzbekistan,2016,245,,245,
Norway,Various,2016,46,,46,
Norway,Viet Nam,2016,48,,48,
Norway,Yemen,2016,200,,200,
Norway,Zambia,2016,2,,2,
Norway,Zimbabwe,2016,20,,20,
Oman,Iraq,2016,309,309,309,309
Oman,Pakistan,2016,1,1,1,1
Oman,Syrian Arab Rep.,2016,7,7,7,7
Pakistan,Afghanistan,2016,1352160,1352160,1352160,1352160
Pakistan,Algeria,2016,17,17,17,17
Pakistan,Bangladesh,2016,2,2,2,2
Pakistan,Ethiopia,2016,1,1,1,1
Pakistan,Ghana,2016,1,1,1,1
Pakistan,India,2016,2,2,2,2
Pakistan,Iraq,2016,21,21,21,21
Pakistan,Islamic Rep. of Iran,2016,49,49,49,49
Pakistan,Myanmar,2016,23,23,23,23
Pakistan,Russian Federation,2016,7,7,7,7
Pakistan,Rwanda,2016,1,1,1,1
Pakistan,Somalia,2016,214,214,214,214
Pakistan,State of Palestine,2016,17,17,17,17
Pakistan,Sudan,2016,1,1,1,1
Pakistan,Syrian Arab Rep.,2016,13,13,13,13
Pakistan,Uganda,2016,1,1,1,1
Pakistan,Uzbekistan,2016,6,6,6,6
Pakistan,Yemen,2016,24,24,24,24
Palau,Ethiopia,2016,1,1,1,1
Panama,Afghanistan,2016,1,1,1,1
Panama,Argentina,2016,1,,1,
Panama,Belarus,2016,7,1,7,1
Panama,Bosnia and Herzegovina,2016,3,,3,
Panama,Burkina Faso,2016,1,,1,
Panama,Cameroon,2016,8,,8,
Panama,Chad,2016,2,,2,
Panama,Colombia,2016,1614,272,15614,272
Panama,Congo,2016,2,,2,
Panama,Costa Rica,2016,2,,2,
Panama,Croatia,2016,3,,3,
Panama,Cuba,2016,118,9,1118,9
Panama,Dem. Rep. of the Congo,2016,5,,5,
Panama,Dominican Rep.,2016,4,,4,
Panama,Ecuador,2016,1,,1,
Panama,El Salvador,2016,273,9,273,9
Panama,Ethiopia,2016,2,,2,
Panama,Ghana,2016,2,,2,
Panama,Guatemala,2016,12,,12,
Panama,Haiti,2016,19,5,19,5
Panama,Honduras,2016,1,,1,
Panama,Islamic Rep. of Iran,2016,3,,3,
Panama,Liberia,2016,3,,3,
Panama,Lithuania,2016,1,,1,
Panama,Madagascar,2016,2,,2,
Panama,Mexico,2016,4,,4,
Panama,Nicaragua,2016,173,9,173,9
Panama,Nigeria,2016,10,,10,
Panama,Peru,2016,23,,23,
Panama,Romania,2016,2,,2,
Panama,Russian Federation,2016,2,,2,
Panama,Rwanda,2016,1,,1,
Panama,Sierra Leone,2016,3,,3,
Panama,Somalia,2016,1,,1,
Panama,Sudan,2016,4,,4,
Panama,The former Yugoslav Rep. of Macedonia,2016,1,,1,
Panama,Ukraine,2016,2,,2,
Panama,United Rep. of Tanzania,2016,1,,1,
Panama,United States,2016,1,,1,
Panama,Venezuela (Bolivarian Republic of),2016,30,3,30,3
Panama,Zimbabwe,2016,2,,2,
Papua New Guinea,Afghanistan,2016,28,,28,
Papua New Guinea,Bangladesh,2016,2,,2,
Papua New Guinea,Ecuador,2016,1,,1,
Papua New Guinea,Ethiopia,2016,1,,1,
Papua New Guinea,Indonesia,2016,4787,,9368,
Papua New Guinea,Iraq,2016,9,,9,
Papua New Guinea,Islamic Rep. of Iran,2016,49,,49,
Papua New Guinea,Morocco,2016,1,,1,
Papua New Guinea,Pakistan,2016,32,,32,
Papua New Guinea,Somalia,2016,9,,9,
Papua New Guinea,Stateless,2016,16,,16,
Papua New Guinea,Sudan,2016,18,,18,
Papua New Guinea,Syrian Arab Rep.,2016,1,,1,
Papua New Guinea,Uganda,2016,1,,1,
Paraguay,Bolivia (Plurinational State of),2016,17,8,17,8
Paraguay,Colombia,2016,35,12,35,12
Paraguay,Congo,2016,1,,1,
Paraguay,Cuba,2016,66,12,66,12
Paraguay,El Salvador,2016,1,,1,
Paraguay,Germany,2016,1,,1,
Paraguay,Iraq,2016,6,,6,
Paraguay,Islamic Rep. of Iran,2016,1,,1,
Paraguay,Russian Federation,2016,8,,8,
Paraguay,Sierra Leone,2016,1,,1,
Paraguay,Sri Lanka,2016,1,1,1,1
Paraguay,Syrian Arab Rep.,2016,51,12,51,12
Paraguay,Turkey,2016,4,,4,
Paraguay,Venezuela (Bolivarian Republic of),2016,5,,5,
Paraguay,Viet Nam,2016,6,,6,
Peru,Armenia,2016,1,,1,
Peru,Bangladesh,2016,17,1,17,1
Peru,Belarus,2016,2,,2,
Peru,Bolivia (Plurinational State of),2016,9,,9,
Peru,Bosnia and Herzegovina,2016,5,,5,
Peru,Bulgaria,2016,2,,2,
Peru,Cameroon,2016,1,1,1,1
Peru,China,2016,2,,2,
Peru,Colombia,2016,591,78,591,78
Peru,Congo,2016,2,2,2,2
Peru,Cuba,2016,541,15,541,15
Peru,Czechia,2016,1,,1,
Peru,Dem. Rep. of the Congo,2016,5,,5,
Peru,Dominican Rep.,2016,13,4,13,4
Peru,Ecuador,2016,4,,4,
Peru,El Salvador,2016,4,1,4,1
Peru,Eritrea,2016,1,,1,
Peru,Ethiopia,2016,2,2,2,2
Peru,Gambia,2016,4,,4,
Peru,Georgia,2016,2,,2,
Peru,Germany,2016,1,,1,
Peru,Ghana,2016,3,1,3,1
Peru,Guatemala,2016,1,,1,
Peru,Haiti,2016,47,6,47,6
Peru,Hungary,2016,6,,6,
Peru,India,2016,6,1,6,1
Peru,Iraq,2016,17,1,17,1
Peru,Islamic Rep. of Iran,2016,10,,10,
Peru,Jordan,2016,2,,2,
Peru,Kyrgyzstan,2016,2,,2,
Peru,Lebanon,2016,1,,1,
Peru,Namibia,2016,1,,1,
Peru,Niger,2016,1,,1,
Peru,Nigeria,2016,16,,16,
Peru,Pakistan,2016,1,,1,
Peru,Poland,2016,4,,4,
Peru,Romania,2016,1,,1,
Peru,Russian Federation,2016,16,2,16,2
Peru,Senegal,2016,1,,1,
Peru,Serbia,2016,64,,64,
Peru,Sierra Leone,2016,1,,1,
Peru,Somalia,2016,2,,2,
Peru,South Africa,2016,1,,1,
Peru,State of Palestine,2016,34,2,34,2
Peru,Stateless,2016,1,,1,
Peru,Syrian Arab Rep.,2016,32,9,32,9
Peru,Uganda,2016,1,,1,
Peru,Ukraine,2016,14,3,14,3
Peru,United Rep. of Tanzania,2016,1,,1,
Peru,Uzbekistan,2016,1,,1,
Peru,Various,2016,2,,2,
Peru,Venezuela (Bolivarian Republic of),2016,147,40,147,40
Peru,Viet Nam,2016,1,,1,
Peru,Zambia,2016,1,1,1,1
Philippines,Afghanistan,2016,12,2,12,2
Philippines,Armenia,2016,1,,1,
Philippines,Bangladesh,2016,1,1,1,1
Philippines,Burundi,2016,9,,9,
Philippines,Cambodia,2016,4,,4,
Philippines,China,2016,2,,2,
Philippines,Côte d'Ivoire,2016,11,7,11,7
Philippines,Dem. Rep. of the Congo,2016,6,,6,
Philippines,Egypt,2016,1,1,1,1
Philippines,Eritrea,2016,16,1,16,1
Philippines,Ethiopia,2016,3,1,3,1
Philippines,Ghana,2016,1,1,1,1
Philippines,Iraq,2016,39,5,39,5
Philippines,Islamic Rep. of Iran,2016,57,20,57,20
Philippines,Kuwait,2016,1,,1,
Philippines,Lebanon,2016,1,1,1,1
Philippines,Liberia,2016,5,1,5,1
Philippines,Myanmar,2016,10,4,10,4
Philippines,Nigeria,2016,1,,1,
Philippines,Oman,2016,1,1,1,1
Philippines,Pakistan,2016,42,17,42,17
Philippines,Russian Federation,2016,1,,1,
Philippines,Rwanda,2016,16,2,16,2
Philippines,Saudi Arabia,2016,1,1,1,1
Philippines,Somalia,2016,17,9,17,9
Philippines,Sri Lanka,2016,20,6,20,6
Philippines,State of Palestine,2016,45,7,45,7
Philippines,Stateless,2016,2,2,2,2
Philippines,Sudan,2016,5,3,5,3
Philippines,Syrian Arab Rep.,2016,51,10,51,10
Philippines,Thailand,2016,2,1,2,1
Philippines,Various,2016,2,,2,
Philippines,Viet Nam,2016,21,13,21,13
Philippines,Zimbabwe,2016,1,,1,
Poland,Afghanistan,2016,92,,92,
Poland,Algeria,2016,4,,4,
Poland,Armenia,2016,77,,77,
Poland,Azerbaijan,2016,1,,1,
Poland,Bangladesh,2016,5,,5,
Poland,Belarus,2016,182,,182,
Poland,Bhutan,2016,1,,1,
Poland,Cameroon,2016,8,,8,
Poland,Central African Rep.,2016,1,,1,
Poland,China,2016,16,,16,
Poland,Congo,2016,6,,6,
Poland,Cuba,2016,17,,17,
Poland,Dem. People's Rep. of Korea,2016,1,,1,
Poland,Dem. Rep. of the Congo,2016,3,,3,
Poland,Djibouti,2016,1,,1,
Poland,Egypt,2016,50,,50,
Poland,Eritrea,2016,28,,28,
Poland,Ethiopia,2016,2,,2,
Poland,Georgia,2016,71,,71,
Poland,India,2016,3,,3,
Poland,Iraq,2016,208,,208,
Poland,Islamic Rep. of Iran,2016,22,,22,
Poland,Jordan,2016,2,,2,
Poland,Kazakhstan,2016,51,,51,
Poland,Kenya,2016,5,,5,
Poland,Kyrgyzstan,2016,43,,43,
Poland,Lebanon,2016,2,,2,
Poland,Libya,2016,15,,15,
Poland,Mongolia,2016,19,,19,
Poland,Morocco,2016,2,,2,
Poland,Nepal,2016,7,,7,
Poland,Nigeria,2016,9,,9,
Poland,Pakistan,2016,14,,14,
Poland,Philippines,2016,1,,1,
Poland,Rep. of Moldova,2016,3,,3,
Poland,Russian Federation,2016,9864,,9864,
Poland,Rwanda,2016,5,,5,
Poland,Senegal,2016,3,,3,
Poland,Serbia,2016,3,,3,
Poland,Sierra Leone,2016,1,,1,
Poland,Somalia,2016,46,,46,
Poland,Sri Lanka,2016,47,,47,
Poland,State of Palestine,2016,14,,14,
Poland,Stateless,2016,82,,82,
Poland,Sudan,2016,4,,4,
Poland,Syrian Arab Rep.,2016,483,,483,
Poland,Tajikistan,2016,14,,14,
Poland,The former Yugoslav Rep. of Macedonia,2016,1,,1,
Poland,Togo,2016,1,,1,
Poland,Tunisia,2016,1,,1,
Poland,Turkey,2016,17,,17,
Poland,Turkmenistan,2016,32,,32,
Poland,Uganda,2016,6,,6,
Poland,Ukraine,2016,114,,114,
Poland,United States,2016,2,,2,
Poland,Uzbekistan,2016,14,,14,
Poland,Various,2016,1,,1,
Poland,Viet Nam,2016,15,,15,
Poland,Yemen,2016,5,,5,
Portugal,Afghanistan,2016,14,,14,
Portugal,Albania,2016,2,,2,
Portugal,Angola,2016,2,,2,
Portugal,Armenia,2016,3,,3,
Portugal,Bangladesh,2016,3,,3,
Portugal,Belarus,2016,20,,20,
Portugal,Bosnia and Herzegovina,2016,11,,11,
Portugal,Cameroon,2016,13,,13,
Portugal,Central African Rep.,2016,3,,3,
Portugal,Colombia,2016,90,,90,
Portugal,Congo,2016,2,,2,
Portugal,Côte d'Ivoire,2016,33,,33,
Portugal,Cuba,2016,7,,7,
Portugal,Dem. Rep. of the Congo,2016,55,,55,
Portugal,Egypt,2016,1,,1,
Portugal,Eritrea,2016,55,,55,
Portugal,Ethiopia,2016,2,,2,
Portugal,Gambia,2016,5,,5,
Portugal,Georgia,2016,3,,3,
Portugal,Ghana,2016,3,,3,
Portugal,Guinea,2016,93,,93,
Portugal,Guinea-Bissau,2016,13,,13,
Portugal,India,2016,4,,4,
Portugal,Iraq,2016,19,,19,
Portugal,Islamic Rep. of Iran,2016,33,,33,
Portugal,Jordan,2016,1,,1,
Portugal,Kenya,2016,6,,6,
Portugal,Liberia,2016,1,,1,
Portugal,Libya,2016,14,,14,
Portugal,Malawi,2016,1,,1,
Portugal,Malaysia,2016,1,,1,
Portugal,Mali,2016,8,,8,
Portugal,Mauritania,2016,3,,3,
Portugal,Morocco,2016,9,,9,
Portugal,Myanmar,2016,1,,1,
Portugal,Nepal,2016,1,,1,
Portugal,Nigeria,2016,27,,27,
Portugal,Pakistan,2016,50,,50,
Portugal,Peru,2016,2,,2,
Portugal,Russian Federation,2016,19,,19,
Portugal,Rwanda,2016,3,,3,
Portugal,Saudi Arabia,2016,1,,1,
Portugal,Senegal,2016,7,,7,
Portugal,Sierra Leone,2016,23,,23,
Portugal,Somalia,2016,51,,51,
Portugal,South Africa,2016,1,,1,
Portugal,Sri Lanka,2016,38,,38,
Portugal,State of Palestine,2016,4,,4,
Portugal,Sudan,2016,3,,3,
Portugal,Syrian Arab Rep.,2016,82,,82,
Portugal,The former Yugoslav Rep. of Macedonia,2016,2,,2,
Portugal,Togo,2016,6,,6,
Portugal,Tunisia,2016,1,,1,
Portugal,Turkey,2016,4,,4,
Portugal,Uganda,2016,3,,3,
Portugal,Ukraine,2016,328,,328,
Portugal,Uzbekistan,2016,1,,1,
Portugal,Yemen,2016,2,,2,
Portugal,Zimbabwe,2016,1,,1,
Qatar,Iraq,2016,136,136,136,136
Qatar,Pakistan,2016,1,1,1,1
Qatar,Somalia,2016,8,8,8,8
Qatar,Syrian Arab Rep.,2016,32,32,32,32
Rep. of Korea,Afghanistan,2016,33,,33,
Rep. of Korea,Algeria,2016,5,,5,
Rep. of Korea,Angola,2016,3,2,3,2
Rep. of Korea,Armenia,2016,2,,2,
Rep. of Korea,Bangladesh,2016,90,,90,
Rep. of Korea,Burundi,2016,6,,6,
Rep. of Korea,Cambodia,2016,1,,1,
Rep. of Korea,Cameroon,2016,16,,16,
Rep. of Korea,Chad,2016,1,,1,
Rep. of Korea,China,2016,36,1,36,1
Rep. of Korea,Congo,2016,1,,1,
Rep. of Korea,Côte d'Ivoire,2016,29,1,29,1
Rep. of Korea,Dem. Rep. of the Congo,2016,49,,49,
Rep. of Korea,Egypt,2016,14,3,14,3
Rep. of Korea,Eritrea,2016,4,,4,
Rep. of Korea,Ethiopia,2016,101,2,101,2
Rep. of Korea,Gambia,2016,1,,1,
Rep. of Korea,Ghana,2016,5,1,5,1
Rep. of Korea,Iraq,2016,26,,26,
Rep. of Korea,Islamic Rep. of Iran,2016,37,2,37,2
Rep. of Korea,Kazakhstan,2016,3,,3,
Rep. of Korea,Kenya,2016,5,1,5,1
Rep. of Korea,Kyrgyzstan,2016,2,,2,
Rep. of Korea,Liberia,2016,7,,7,
Rep. of Korea,Libya,2016,5,,5,
Rep. of Korea,Mali,2016,6,,6,
Rep. of Korea,Morocco,2016,2,,2,
Rep. of Korea,Myanmar,2016,254,38,254,38
Rep. of Korea,Nepal,2016,5,,5,
Rep. of Korea,Niger,2016,1,,1,
Rep. of Korea,Nigeria,2016,8,4,8,4
Rep. of Korea,Pakistan,2016,75,3,75,3
Rep. of Korea,Russian Federation,2016,13,,13,
Rep. of Korea,Rwanda,2016,2,,2,
Rep. of Korea,Saudi Arabia,2016,1,,1,
Rep. of Korea,Somalia,2016,3,,3,
Rep. of Korea,South Africa,2016,1,,1,
Rep. of Korea,Sri Lanka,2016,8,,8,
Rep. of Korea,State of Palestine,2016,4,,4,
Rep. of Korea,Stateless,2016,1,1,1,1
Rep. of Korea,Sudan,2016,10,2,10,2
Rep. of Korea,Syrian Arab Rep.,2016,876,47,876,47
Rep. of Korea,Thailand,2016,1,,1,
Rep. of Korea,Uganda,2016,27,2,27,2
Rep. of Korea,Ukraine,2016,8,,8,
Rep. of Korea,Uzbekistan,2016,8,,8,
Rep. of Korea,Yemen,2016,11,,11,
Rep. of Moldova,Afghanistan,2016,19,19,19,19
Rep. of Moldova,Angola,2016,1,1,1,1
Rep. of Moldova,Armenia,2016,19,19,19,19
Rep. of Moldova,Azerbaijan,2016,4,4,4,4
Rep. of Moldova,Belarus,2016,1,1,1,1
Rep. of Moldova,Egypt,2016,3,3,3,3
Rep. of Moldova,Georgia,2016,2,2,2,2
Rep. of Moldova,India,2016,1,1,1,1
Rep. of Moldova,Iraq,2016,26,26,26,26
Rep. of Moldova,Islamic Rep. of Iran,2016,4,4,4,4
Rep. of Moldova,Jordan,2016,2,2,2,2
Rep. of Moldova,Kazakhstan,2016,2,2,2,2
Rep. of Moldova,Kyrgyzstan,2016,9,9,9,9
Rep. of Moldova,Liberia,2016,1,1,1,1
Rep. of Moldova,Libya,2016,2,2,2,2
Rep. of Moldova,Nepal,2016,1,1,1,1
Rep. of Moldova,Nigeria,2016,2,2,2,2
Rep. of Moldova,Pakistan,2016,1,1,1,1
Rep. of Moldova,Russian Federation,2016,3,3,3,3
Rep. of Moldova,State of Palestine,2016,5,5,5,5
Rep. of Moldova,Sudan,2016,8,8,8,8
Rep. of Moldova,Syrian Arab Rep.,2016,218,218,218,218
Rep. of Moldova,Tajikistan,2016,7,7,7,7
Rep. of Moldova,Turkey,2016,2,2,2,2
Rep. of Moldova,Turkmenistan,2016,2,2,2,2
Rep. of Moldova,Ukraine,2016,74,74,74,74
Rep. of Moldova,United Rep. of Tanzania,2016,1,1,1,1
Rep. of Moldova,Uzbekistan,2016,9,9,9,9
Rep. of Moldova,Yemen,2016,3,3,3,3
Romania,Afghanistan,2016,129,39,129,39
Romania,Algeria,2016,3,,3,
Romania,Angola,2016,2,,2,
Romania,Armenia,2016,2,1,2,1
Romania,Bangladesh,2016,5,,5,
Romania,Bosnia and Herzegovina,2016,2,1,2,1
Romania,Burundi,2016,2,,2,
Romania,Cameroon,2016,22,2,22,2
Romania,Central African Rep.,2016,10,1,10,1
Romania,China,2016,2,,2,
Romania,Colombia,2016,1,,1,
Romania,Congo,2016,9,1,9,1
Romania,Côte d'Ivoire,2016,4,1,4,1
Romania,Croatia,2016,1,,1,
Romania,Cuba,2016,2,,2,
Romania,Dem. Rep. of the Congo,2016,11,,11,
Romania,Ecuador,2016,2,,2,
Romania,Egypt,2016,17,,17,
Romania,Eritrea,2016,34,,34,
Romania,Ethiopia,2016,4,1,4,1
Romania,Gambia,2016,3,,3,
Romania,Georgia,2016,4,1,4,1
Romania,Guinea,2016,6,1,6,1
Romania,India,2016,1,,1,
Romania,Iraq,2016,426,96,426,96
Romania,Islamic Rep. of Iran,2016,64,4,64,4
Romania,Jordan,2016,7,,7,
Romania,Kenya,2016,2,,2,
Romania,Lebanon,2016,5,1,5,1
Romania,Liberia,2016,2,1,2,1
Romania,Libya,2016,2,1,2,1
Romania,Mauritania,2016,1,,1,
Romania,Myanmar,2016,23,,23,
Romania,Nigeria,2016,6,,6,
Romania,Pakistan,2016,33,3,33,3
Romania,Qatar,2016,1,,1,
Romania,Russian Federation,2016,5,,5,
Romania,Rwanda,2016,9,4,9,4
Romania,Senegal,2016,1,,1,
Romania,Serbia,2016,2,,2,
Romania,Sierra Leone,2016,5,,5,
Romania,Somalia,2016,31,3,31,3
Romania,Sri Lanka,2016,2,,2,
Romania,State of Palestine,2016,38,,38,
Romania,Stateless,2016,85,,85,
Romania,Sudan,2016,13,4,13,4
Romania,Syrian Arab Rep.,2016,1775,126,1775,126
Romania,Turkey,2016,23,5,23,5
Romania,Ukraine,2016,39,2,39,2
Romania,Various,2016,1,,1,
Romania,Viet Nam,2016,1,,1,
Romania,Yemen,2016,18,2,18,2
Romania,Zimbabwe,2016,7,7,7,7
Russian Federation,Afghanistan,2016,709,709,709,709
Russian Federation,Angola,2016,2,2,2,2
Russian Federation,Armenia,2016,1,1,1,1
Russian Federation,Azerbaijan,2016,19,19,19,19
Russian Federation,Bangladesh,2016,4,4,4,4
Russian Federation,Bosnia and Herzegovina,2016,3,3,3,3
Russian Federation,Burkina Faso,2016,1,1,1,1
Russian Federation,Cameroon,2016,1,1,1,1
Russian Federation,China,2016,1,1,1,1
Russian Federation,Congo,2016,1,1,1,1
Russian Federation,Côte d'Ivoire,2016,5,5,5,5
Russian Federation,Dem. People's Rep. of Korea,2016,79,79,79,79
Russian Federation,Dem. Rep. of the Congo,2016,2,2,2,2
Russian Federation,Egypt,2016,2,2,2,2
Russian Federation,Eritrea,2016,1,1,1,1
Russian Federation,Gambia,2016,1,1,1,1
Russian Federation,Georgia,2016,261,261,261,261
Russian Federation,Guinea,2016,1,1,1,1
Russian Federation,India,2016,1,1,1,1
Russian Federation,Iraq,2016,23,23,23,23
Russian Federation,Islamic Rep. of Iran,2016,7,7,7,7
Russian Federation,Israel,2016,2,2,2,2
Russian Federation,Italy,2016,1,1,1,1
Russian Federation,Jordan,2016,1,1,1,1
Russian Federation,Kazakhstan,2016,4,4,4,4
Russian Federation,Kyrgyzstan,2016,23,23,23,23
Russian Federation,Latvia,2016,6,6,6,6
Russian Federation,Lebanon,2016,7,7,7,7
Russian Federation,Libya,2016,3,3,3,3
Russian Federation,Lithuania,2016,4,4,4,4
Russian Federation,Nigeria,2016,3,3,3,3
Russian Federation,Pakistan,2016,4,4,4,4
Russian Federation,Portugal,2016,1,1,1,1
Russian Federation,Rep. of Moldova,2016,16,16,16,16
Russian Federation,Serbia,2016,1,1,1,1
Russian Federation,State of Palestine,2016,12,12,12,12
Russian Federation,Stateless,2016,21,21,21,21
Russian Federation,Sudan,2016,5,5,5,5
Russian Federation,Syrian Arab Rep.,2016,1319,1319,1319,1319
Russian Federation,Tajikistan,2016,33,33,33,33
Russian Federation,Turkey,2016,2,2,2,2
Russian Federation,Turkmenistan,2016,8,8,8,8
Russian Federation,Ukraine,2016,226232,4000,226232,4000
Russian Federation,United States,2016,3,3,3,3
Russian Federation,Uzbekistan,2016,100,100,100,100
Russian Federation,Various,2016,3,3,3,3
Russian Federation,Yemen,2016,51,51,51,51
Rwanda,Afghanistan,2016,1,1,1,1
Rwanda,Angola,2016,5,5,5,5
Rwanda,Burundi,2016,82886,82886,82886,82886
Rwanda,Chad,2016,7,7,7,7
Rwanda,Dem. Rep. of the Congo,2016,73147,73147,73147,73147
Rwanda,Eritrea,2016,5,5,5,5
Rwanda,Ethiopia,2016,4,4,4,4
Rwanda,Haiti,2016,1,1,1,1
Rwanda,Somalia,2016,3,3,3,3
Rwanda,Uganda,2016,5,5,5,5
Rwanda,United Rep. of Tanzania,2016,1,1,1,1
Saint Lucia,Sri Lanka,2016,1,1,1,1
Saint Lucia,Syrian Arab Rep.,2016,1,1,1,1
Samoa,Sri Lanka,2016,3,3,3,3
Saudi Arabia,Chad,2016,1,1,1,1
Saudi Arabia,China,2016,14,14,14,14
Saudi Arabia,Eritrea,2016,31,31,31,31
Saudi Arabia,Iraq,2016,31,31,31,31
Saudi Arabia,Liberia,2016,,,7,7
Saudi Arabia,Russian Federation,2016,2,2,2,2
Saudi Arabia,Somalia,2016,16,16,16,16
Saudi Arabia,State of Palestine,2016,5,5,5,5
Saudi Arabia,Syrian Arab Rep.,2016,19,19,19,19
Saudi Arabia,Tunisia,2016,6,6,6,6
Saudi Arabia,Uzbekistan,2016,1,1,1,1
Saudi Arabia,Yemen,2016,7,7,7,7
Senegal,Afghanistan,2016,8,8,8,8
Senegal,Algeria,2016,9,9,9,9
Senegal,Angola,2016,1,1,1,1
Senegal,Burundi,2016,52,52,52,52
